   106.130,   107.045,   107.333,   106.852,    99.805,    78.162,    43.668,    11.878,   109.700,   112.987,   114.307,   112.180,    94.039,    58.528,    18.785,    75.513,    25.821,    88.672,    30.183,    83.127,    24.693,    72.488,    26.423,    53.636,    20.866,     7.558
   102.308,   103.228,   102.437,    98.024,    90.766,    79.137,    62.353,    26.459,   106.474,   110.363,   110.901,   106.022,    91.176,    68.576,    28.858,    80.716,    31.352,    87.437,    29.575,    86.001,    27.840,    70.119,    20.415,    35.851,     9.134,     2.791
    77.718,    83.977,    90.460,    95.008,    92.486,    78.108,    52.285,    18.435,    92.416,   102.456,   109.307,   106.797,    90.261,    60.844,    21.740,    76.827,    28.489,    87.574,    29.370,    87.019,    29.327,    77.742,    29.002,    53.971,    18.678,     6.113
   101.043,   104.598,   107.940,   109.435,   101.182,    85.243,    65.837,    27.282,   108.245,   113.851,   115.892,   111.779,    95.592,    68.495,    25.617,    72.591,    20.453,    84.077,    24.717,    83.068,    25.447,    67.956,    22.077,    45.657,    15.211,     5.017
   100.243,   103.128,   108.075,   107.441,    95.808,    71.411,    48.382,    19.695,   107.651,   113.134,   114.973,   108.996,    86.493,    54.564,    19.994,    71.573,    24.325,    87.434,    29.135,    81.469,    22.304,    66.645,    17.603,    34.966,     9.246,     3.432
    75.031,    81.193,    87.055,    90.259,    87.267,    77.130,    61.212,    26.028,    90.051,   100.461,   107.025,   104.272,    90.089,    67.844,    28.552,    80.382,    31.165,    87.112,    29.356,    83.053,    24.204,    60.345,    14.765,    31.543,    10.186,     4.087
    90.776,    92.320,    96.322,   100.623,    96.161,    76.352,    47.971,    16.590,    96.568,   105.994,   111.253,   110.510,    90.114,    54.199,    18.661,    72.424,    22.916,    83.335,    24.942,    77.606,    19.006,    61.015,    13.284,    31.496,     7.949,     2.973
    90.839,    94.948,   100.433,   104.865,    95.713,    76.096,    50.640,    17.685,    99.360,   108.930,   113.829,   109.151,    89.467,    58.231,    20.138,    72.685,    24.733,    87.637,    29.271,    81.176,    22.217,    63.657,    17.791,    34.187,    11.340,     4.521
    87.490,    94.742,   103.130,   105.730,   101.023,    75.929,    42.169,    14.516,   100.598,   109.754,   114.276,   111.739,    92.649,    53.668,    16.294,    69.254,    17.837,    83.995,    24.533,    85.616,    27.274,    73.113,    23.008,    43.860,    13.153,     3.239
    91.152,    93.515,    99.024,   102.078,    89.798,    69.736,    50.631,    20.001,    99.615,   107.648,   112.649,   106.515,    85.092,    53.171,    18.497,    71.353,    20.921,    93.381,    33.665,    94.960,    36.086,    74.490,    23.379,    37.748,     9.844,     2.993
    93.764,    94.868,    95.512,    95.564,    89.830,    77.059,    54.278,    19.889,    98.479,   105.072,   108.501,   104.316,    89.246,    65.151,    25.524,    76.586,    27.938,    81.089,    22.749,    82.466,    23.817,    65.351,    19.098,    34.946,    11.685,     4.645
    87.014,    92.841,    96.922,    95.132,    85.780,    70.556,    45.413,    14.640,   101.056,   107.304,   109.606,   104.012,    88.194,    53.482,    14.316,    71.156,    19.157,    89.655,    30.013,    85.371,    28.100,    68.174,    23.370,    47.104,    16.816,     4.738
   112.515,   113.109,   113.339,   111.353,   104.495,    80.009,    51.035,    20.448,   114.491,   116.302,   116.829,   113.006,    90.591,    54.857,    19.655,    67.444,    21.379,    81.278,    23.057,    90.625,    31.314,    74.019,    25.561,    46.124,    16.486,     4.630
    84.834,    87.238,    92.374,    97.551,    97.048,    84.083,    58.856,    21.546,    94.453,   103.662,   110.881,   110.384,    95.874,    67.462,    24.657,    76.369,    23.341,    93.567,    33.897,    92.237,    34.452,    73.788,    25.788,    49.451,    16.863,     5.524
   101.141,   102.310,   103.326,    97.675,    83.610,    65.207,    44.696,    16.186,   105.186,   109.993,   110.544,   103.712,    83.081,    53.518,    19.315,    69.068,    19.726,    83.882,    25.516,    83.229,    26.279,    67.966,    23.167,    48.419,    18.441,     6.728
    95.455,    98.865,   105.854,   108.640,   103.858,    87.996,    57.641,    19.353,   103.344,   111.349,   115.654,   113.371,   100.577,    66.029,    20.501,    76.274,    22.149,    93.175,    33.438,    90.830,    33.367,    67.712,    22.750,    40.708,    13.603,     4.493
   101.294,   104.421,   105.388,   101.214,    92.015,    76.559,    51.063,    17.840,   107.359,   110.981,   112.029,   106.285,    88.783,    58.506,    20.160,    70.475,    23.400,    87.259,    29.114,    93.133,    34.118,    74.098,    23.135,    38.365,    10.624,     3.906
    83.686,    91.256,   100.026,   103.293,    97.938,    76.193,    51.296,    20.602,    97.887,   108.286,   114.429,   112.178,    93.897,    58.062,    18.995,    70.806,    18.849,    87.231,    27.457,    92.057,    34.483,    74.297,    27.884,    45.484,    15.313,     5.064
    98.508,   100.990,   105.571,   107.350,   104.746,    89.256,    55.263,    17.214,   105.225,   111.147,   115.710,   113.019,   100.251,    62.257,    17.118,    78.969,    25.298,    91.092,    31.351,    82.622,    23.261,    68.325,    20.956,    44.836,    16.784,     6.144
    99.028,   102.533,   104.698,   104.572,    96.858,    85.504,    58.461,    18.680,   105.246,   110.646,   114.813,   109.672,    96.296,    65.239,    20.231,    83.083,    31.380,    95.835,    37.689,    93.104,    33.701,    68.725,    20.351,    41.132,    14.157,     4.040
    85.324,    89.203,    91.054,    92.932,    89.450,    77.226,    49.460,    15.763,    94.018,   102.660,   108.523,   105.822,    92.361,    58.092,    16.748,    71.640,    22.922,    84.376,    27.005,    85.450,    28.207,    73.125,    25.133,    43.272,    12.126,     3.664
   105.816,   106.656,   106.463,   104.647,    98.355,    82.624,    49.984,    13.980,   109.301,   112.489,   113.248,   110.191,    91.194,    57.077,    19.546,    73.046,    25.469,    82.875,    24.403,    87.191,    29.188,    69.146,    22.204,    40.910,    12.259,     4.457
    86.622,    93.055,   101.327,   106.831,   103.312,    82.784,    44.644,    11.720,   100.053,   108.864,   114.763,   112.809,    95.856,    56.848,    16.487,    73.760,    20.820,    90.999,    31.245,    84.994,    27.497,    63.072,    20.012,    38.983,    13.505,     5.331
    99.031,   102.525,   104.694,   103.178,    94.155,    81.072,    57.129,    19.748,   105.664,   110.719,   112.060,   106.909,    90.455,    62.326,    22.249,    74.096,    25.849,    80.070,    21.947,    80.239,    21.380,    62.279,    15.945,    37.598,    12.486,     3.624
    91.588,    95.298,    97.628,    98.453,    85.702,    66.169,    45.096,    16.288,    99.434,   107.298,   112.584,   105.442,    83.649,    53.597,    19.203,    68.328,    18.788,    86.348,    26.740,    90.352,    30.757,    70.316,    19.704,    41.612,    12.969,     4.340
    92.817,    98.469,   102.478,   100.378,    93.390,    80.660,    52.418,    16.060,   104.327,   109.034,   110.732,   106.982,    92.505,    56.349,    15.815,    75.678,    23.527,    88.857,    30.175,    92.042,    33.392,    70.778,    23.132,    37.388,    12.782,     5.049
    86.754,    93.223,   101.639,   107.423,   104.469,    86.194,    53.824,    18.142,   100.208,   109.035,   115.031,   113.361,    97.729,    61.931,    20.250,    73.814,    21.488,    77.548,    18.668,    76.625,    18.191,    66.574,    19.446,    43.821,    16.286,     5.982
    94.006,   100.799,   107.734,   108.133,    98.976,    85.097,    56.463,    17.127,   106.526,   112.917,   115.245,   110.036,    95.708,    59.658,    15.928,    71.472,    19.399,    77.001,    18.284,    75.102,    18.123,    62.962,    19.616,    44.967,    16.806,     6.182
    93.932,    95.418,    97.823,    98.531,    93.883,    72.429,    48.440,    19.551,    98.639,   106.347,   111.243,   109.964,    88.899,    53.990,    19.327,    73.261,    23.785,    86.240,    27.997,    86.083,    27.381,    70.934,    23.116,    46.322,    17.511,     6.378
    79.333,    83.664,    88.143,    92.452,    91.270,    78.644,    49.166,    14.816,    89.748,   101.706,   107.986,   105.240,    91.279,    63.576,    22.847,    76.952,    26.060,    86.090,    27.696,    83.598,    25.237,    65.059,    16.305,    33.512,     8.863,     3.282
   102.273,   103.538,   105.555,   106.343,   100.471,    87.719,    57.799,    17.332,   106.847,   112.178,   113.953,   111.495,    98.061,    59.845,    15.403,    70.820,    18.661,    84.179,    25.631,    85.594,    26.738,    72.370,    22.268,    43.356,    12.920,     3.186
   106.136,   107.051,   107.337,   106.848,    99.762,    77.824,    53.552,    21.919,   109.705,   112.990,   114.309,   112.189,    94.334,    62.209,    22.644,    76.728,    26.704,    90.188,    31.999,    85.945,    28.506,    70.399,    23.679,    47.261,    15.919,     5.237
    78.647,    86.230,    98.133,   105.344,    99.387,    77.700,    47.199,    16.495,    94.871,   107.633,   114.113,   111.151,    94.794,    61.091,    20.208,    73.738,    24.668,    88.361,    29.969,    94.287,    36.248,    82.510,    32.541,    57.117,    20.020,     6.521
    98.452,   101.446,   106.501,   104.129,    91.714,    67.928,    42.891,    15.936,   106.396,   112.385,   114.569,   107.988,    86.065,    55.137,    20.857,    73.363,    23.820,    83.173,    23.949,    77.112,    19.820,    63.501,    20.039,    45.358,    16.989,     6.243
   102.370,   103.580,   105.308,   105.362,   100.825,    79.527,    45.341,    14.960,   106.857,   112.039,   113.462,   110.572,    95.563,    57.217,    15.854,    77.544,    24.624,    90.454,    30.695,    80.474,    21.009,    63.621,    15.267,    36.883,    10.138,     2.567
    89.765,    93.171,    99.786,   100.919,    95.125,    77.899,    45.059,    12.855,    98.709,   108.053,   113.044,   107.034,    88.158,    55.355,    17.767,    67.265,    21.034,    80.497,    22.481,    86.787,    28.736,    69.015,    22.120,    40.837,    12.229,     4.447
   109.610,   110.340,   110.433,   108.903,   101.505,    85.727,    62.833,    24.964,   112.438,   115.041,   115.749,   111.017,    94.209,    64.537,    23.403,    75.934,    26.679,    92.671,    34.653,    91.742,    34.222,    71.498,    25.459,    49.271,    17.763,     4.982
    70.256,    77.611,    88.233,    94.139,    91.799,    76.702,    51.223,    19.338,    87.526,   101.323,   107.654,   105.458,    92.456,    57.407,    16.399,    71.394,    19.822,    79.077,    20.184,    81.777,    23.079,    64.741,    18.646,    33.685,    10.610,     3.561
    88.380,    92.133,    94.376,    96.182,    92.112,    75.950,    52.576,    21.077,    96.462,   104.205,   108.666,   105.053,    88.672,    57.864,    20.116,    70.342,    20.583,    76.843,    18.261,    74.644,    17.676,    61.702,    17.364,    36.644,    10.525,     3.862
    84.917,    91.983,   100.102,   100.841,    88.744,    70.721,    47.584,    16.677,   101.045,   110.147,   113.349,   105.432,    84.891,    55.529,    19.115,    69.943,    23.226,    84.121,    26.932,    85.410,    28.178,    73.112,    25.124,    43.265,    12.124,     3.664
    74.569,    81.964,    89.951,    91.513,    88.159,    77.900,    59.121,    23.868,    89.907,   101.545,   107.365,   103.780,    89.273,    63.491,    23.772,    77.561,    28.945,    87.044,    29.418,    86.920,    29.378,    77.316,    28.677,    52.232,    16.782,     4.071
